MENSAJES;POLARIDAD
es lo mismo que yo te dijera tu en el partido debes meter 4 goles pero no lo vas a lograr porque tambien hay otros jugadores hay el arquero y no cumpliras con el objetivo;negativo
correcto;positivo
exacto lo importante es que el robot tenga claro su objetivo;positivo
lo mismo pasa cuando programas a un robot mira Juan Utpl en todo caso si lo programas para que meta una cierta cantidad de goles sera unicamente los intentos que hara el robot no sera seguro que los meta por la razones que ya te las dije;negativo
pero en ese caso no se cumpliria el objetivo por falla del robot;negativo
sino por falla en la programacin;negativo
el objetivo esta mal planteado;negativo
lo que hay que espesificar es que el robot debe hacer la major cantidad de goles posibles;neutro
jajajajjaja Juan Utpl claro que no existe razones por las cuales no podra alcanzar el objetivo;negativo
pero como canidad medible;neutro
pero en un partido;neutro
si uno de los robots no logro el objetivo;negativo
sgnifica que el otro si;neutro
Y programar a un robot para que meta goles es infinito y a la vez imposible porque no es un humano como para pensar en que posicon ponerse de acuerdo a como esten colocados los jugadores o arquero;neutro
En el libro dice que lo correcto es aquello que permite al agente obtener un resultado mejor pero hay que insistir en medidas de rendimiento objetivas en este caso meter goles es la razon de ser del robot;neutro
es por esto que debe estar disenado para aprender;neutro
y aqui donde se aplica la inteligencia artificial;neutro
en que el agente;neutro
en nuestro caso el robot pueda aprender;positivo
Si Juan Utpl preo como te digo es algo infinito esto es igual al ejemplo del taxista;neutro
para lograr un objeivo imposible;neutro
no te entendi lo del taxista;negativo
talvez;neutro
no Juan Utpl deberias leer nuevamente el libro para que te des cuenta a lo que me refiero y exactamente al ejemplo del taxista;neutro
en el teme de que sus objeticos entran en contradiccion;negativo
en el libro base esta el ejemplo del taxista Juan Utpl;neutro
si lo lei en este momento lo tengo a la vista;positivo
pero lo que no entiendo es a lo que tu te refieres;negativo
por eso te lo pregunto;neutro
que asi como las probabilidades para que un robot taxista se de cuenta de todo lo que debe realizar sugun las condiciones de su entorno resultaria;positivo
tambien es para el robot que juega;positivo
lo que propones es que lo dejemos como esta;positivo
lo propongo y lo argumento;neutro
en solo meter goles;positivo
yo insisto en que meter goles es su objetivo en este caso no se puede imponer un numero de goles;negativo
si estoy de acuerdo en que no un numero exacto;neutro
o sea puede caerse y levantarse y aprender pero lo importante es que el robot sabe que debe meter goles;positivo
pero si que el objetivo sea meter mas goles que el adversario;neutro
por lo cual si se debe medir;positivo
pero bueno;positivo
son dos puntos de vista de dos robots;positivo
que pueden ser diferentes;positivo
jejeje;positivo
pero el mio si seria con un numero de goels;neutro
jejejej;positivo
y si no logra ese objetivo Juan Utpl;negativo
por las razones obvias;neutro
tedra que evaluar los motivos y buscar otra opcion;negativo
e intentarlo de nuevo;neutro
aprender;positivo
por eso a eso me refiero;neutro
exacto;positivo
de acuerdo;positivo
si a eso se refiere esaos en lo mismo;neutro
ok sigamos;positivo
ya revise los otro;neutro
y opinas sobre algun cambio o falta algo;neutro
y me gustaria que tambien coloquemos lo de los comandos de compra en los libros virtuales;positivo
por ejemplo;neutro
como es una maquina la que esta realizando la operacion de compra de los libros;positivo
es importante que las tiendas que los vendan implementen;positivo
servicios web;neutro
que permitan que las maquinan consuman sus servicios;positivo
estos pueden estandarisarce como comandos espesiicos;neutro
los cuales se convertirian en actuadores del sistema experto;positivo
que opinan;neutro
lo que pasa estimado es que entiendo que en el REA haces una definicion general del entorno de trabajo de los ejemplos que vi no hay comandos tan especificos sino mas bien lo que se espera que haga a nivel general;neutro
si por eso lo pude como comandos en general podria ser una interaccion con una base de datos y una busqueda semantica en internet;neutro
pero para generalizar lo puse como comandos;neutro
algon que represente las posibilidades que la maquina tendria disponibles;positivo
recursos a los cuales puede acceder;positivo
Ahhh ya te entendi eso como parte de los actuadores es que ya lei tu trabajo pense que querias poner los comandos;neutro
si;positivo
yo pienso que si serian parte de los actuadores;positivo
creo que Sayra ya se enojo jeje;neutro
no creo;negativo
bromita nomas;neutro
por cierto feliz dia chicas;positivo
espero las ayan festejado bien;positivo
Gracias;positivo
jajajaj no trnaquilos tuve que retirarme un momento;negativo
te comento que el trabajo como es compartido es editable por cualquiera de nosotros;neutro
jejej;positivo
si pero es importante;positivo
que uno lleve el control;neutro
campas ya debo retirarme;negativo
Bueno por eso nos ponemos de acuerdo aqui para editarlo de acuerdo a lo que todos opinemos;positivo
voy a hacer que mis princesas se duerman;neutro
alguna cosa mas que se necesite poner;positivo
no el resto esa perecto;neutro
perectoo;positivo
perfecto;positivo
bueno que descancen compitas;positivo
ok listo entonces manana completaremos el resultante luego de la respuesta de nuestra tutora;positivo
voy a intentar conectarme con la tutora manana;neutro
Listo companero entonces yo me comprometo a averiguar manana lo del diario como quedamos;neutro
muchas gracias Soraya Delgado;positivo
hasta manana;positivo
Si estimada Sayra Y Juan una buena noche companeros Hasta manana;positivo
hasta anana;neutro
hasta manana;positivo
Me pare que es hasta hoy lo que hay que presentar;neutro
por favor presentar en las fechas designadas companeros perdonnen er recien salgo de trabajar;neutro
Estimados companeros esta es la respuesta de la tutora a nuestra inquietud la pongo textualmente Saludos El diario personal es personal no grupal ahora mismo coloco el espacio para que lo suban Cordiales saludos Dunia Ines;positivo
Listo companeros en una hora y media aproximadamente procedo a enviar el trabajo cualquier duda por favor haganmela saber antes de hacerlo Gracias;neutro
Estimados companeros no olviden compartir el link del trabajo individual con nuestra tutora y de igual manera el diario personal para que pueda proceder a la calificacion Gracias un buen dia;positivo
ya estuvo compartido mismo gracias Sayra;positivo
Estimados no olviden de permitir el acceso a nuestra tutora para la revision del diario personal y la del trabajo individual Gracias una buena noche;positivo
Por favor coloquemos en la portada una foto que represente a la asignatura;neutro
Si ahora en la tarde tenia planificado hacer eso;neutro
Por el momento hay una companera q no se ha comunicado con nosotras estamos esperando q lo haga hasta ahora;negativo
Felicitaciones esta linda la portada;positivo
Muchas gracias Con respecto a lo de la companera que no se comunica con nosotras Que podemos hacer;positivo
Maytte no hay problema trabajen las dos;positivo
Muchas gracias;positivo
Culminacion del trabajo colaborativo;positivo
Esta genial;positivo
Buen dia companeros continuando con los aportes como indican en el item 5 y 6 hoy nos toca organizar dialogar elaborar negociar la realizacion de la tarea 5 13 con las ideas que propongan quedara registrado por este medio la evidencia para colocarla en el diario cuya entrega es hoy;positivo
Estoy de Acuerdo con el archivo final para subirlo a Google drive y subir el 3 diario y a entrega final del deber;positivo
ok;positivo
Companero una observacion en el documento final hace falta colocar los nombres completos de cada uno de los integrantes del grupo tal y como pide el documento siguiente Editelo y vuelvalo a subir para que notifique a la docente que ya culminamos;neutro
El dia de manana empieza el plazo de avisar a la ingeniera Ahi lo modifico y lo vuelvo a subir;positivo
El mio es JULIO ROBERTO ORTEGA SEMPERTEGUI;positivo
Confirme companero;positivo
Te envio mis nombres completos Joffre Patricio Verdezoto Borja;positivo
Se supone que el lider el grupo debe enviarme el link de google drive para que yo pueda revisar la solucion y las personas que intervinieron en la solucion del puzzle No se si me hice entender Mi correo es dijara utpl edu ec y la extension en la que paso es la 2228 Un saludo;negativo
Ya subire en este momento;positivo
mi nombre JULIO ROBERTO ORTEGA SEMPERTEGUI;neutro
Gracias Victor Daniel;positivo
Subi la Tarea con las especificaciones de la Tutora a su respectivo Correo electronico dijara utpl edu ec Con los nombres de los 3 participantes;positivo
Gracias Victor;positivo
Gracias;positivo
Mil gracias Victor Daniel;positivo
Buenas noches companeros me acabo de unir al grupo Pueden ver mi aporte en el siguiente link;positivo
George He revisado su trabajo En el punto B cuando se refiere a visualizador de resultados se refiere a una computadora o a cualquier otro medio;positivo
Si en realidad podria ser cualquier equipo informatico como Ordenador Telefono Table etc;positivo
He recopilado en su trabajo los aportes del resto de miembros del grupo Por favor dejen en el chat o por aqui sus comentarios;neutro
Companeros He revisado el archivo y creo que los aportes de cada uno son muy similares y se complementan entre si Unicamente propongo discutir la respuesta emitida por George en el agente Robot que juega futbol En las medidas de rendimiento coloca ganar partidos Segun el libro indica que son los criterios que determinan el exito en el comportamiento de un agente Mi pregunta es si ganar partido es un criterio de exito Que sucede si el agente pierde el partido;neutro
Estimada Tutora Hemos compartido el documento Despues de los aportes realizados por cada uno de los integrantes del grupo usted podra revisar el trabajo final en el link arriba indicado;positivo
Estimada Tutora Hemos compartido el documento Despues de los aportes realizados por cada uno de los integrantes del grupo usted podra revisar el trabajo final en el link abajo indicado Por consenso decidimos trabajar en el trabajo subido por el companero George Apolo Gallardo;neutro
Una pregunta companeros Alguien de ustedes tiene NOTA del Trabajo Colaborativo Ya que segun la Profesora yo no he realizado dicho trabajo;neutro
Segun mi analisis esta seria la respuesta;neutro
Gracias infinitas por compartir su tarea;positivo
gggg Hola companera gracias por su tiempo;positivo
Companeros esto de trabajar en grupo es super complicado peor en feriado jajajajaja en todo caso espero que nos podamos poner de acuerdo lo mas rapido posible propongo que nos reunamos via chat skype telefono lo que sea a cierta hora y nos repartamos el trabajo bueno la idea es esa saludos;neutro
Exacto espero que la companera Rosita responda para unir al grupo y empezamos;positivo
Companeros no dispongo del libro pueden subir el ejercicio para resolver Y luego sacar concluisones Gracias;positivo
Ya lo estoy resolviendo yo tambien y lo publico estamos en contacto companeros;positivo
Companeros para no confundirnos vamos publicando cada item y vamos dando nuestro criterio;positivo
Ya subo mi solucion y vamos comparando porque ya tengo el formato del archivo final;positivo
ok companera;positivo
Companeros dejo mi aporte para que la Lideresa del grupo recoja los aportes positivos y descarte lo negativo;positivo
Hola companeros manana es el dia final para subir el archivo con la resolucion del ejercicio hay que subir un archivo en forma grupal;positivo
Companera haga usted el consolidado de lo que los 3 hemos planteado y eso envie;positivo
No se olviden que nos tenemos que autocalificar;positivo
un 1 9 minimo ns merecemos jajajaja;positivo
Minimo jejejeje;positivo
Ya les envio chicos;positivo
Listo companeros ya envie la autoevaluacion y la coevaluacion de cada uno saludos;positivo
que bien saludos a todos tambien;positivo
adjunto PLE;neutro
Seria importante poner en la portada algo que se relacione con el tema o con la asignatura;neutro
Muy buenos dias sera que la portada puede tener alguna imagen que haga alusion a la asignatura;positivo
Listo con la tarea luego de varios dias de lucha;positivo
Super bien compa me faltan unos comentarios en la tarea el dia de hoy las termino y publico mi trabajo para lo puedas comentar;positivo
Me parece muy bien que para resolver la tareas desglosas el problema hasta llegar a la solucion esta super claro y detallado;positivo
Hola Alex Vallejo el tiempo limite para presentar la tarea esta apliada hasta el lunes 25 estoy terminando de organizar las actividades que hay que presentar y hoy mismo se las entrego al Tutor;positivo
Buen dia Edison Avila Gaibor gracias por la gestion;positivo
Hola Edison muy buenas noches al igual que Alex quiero decirle MIL GRACIAS;positivo
La tarea la empece y no se si fue el metodo utilizado porque me llevo algun tiempo poder resolverla La tarea empece utilizando Agentes basados en el conocimiento Muy similar al metodo utilizado en el mundo de Wumpus intificando primero las casa y luego las pesonas que habitan en ellas;neutro
jajaja parece sencillo luego se complica luego se hace emocionante luego todo parece tan obvio es entretenido y asi poco a poco van saliendo las respuestas;positivo
La tarea es larga y se necesita mucha concentracion en realidad utilice utilizando algunos agentes en el transcurso del desarrollo del ejercicio se debe estar consciente de que son mucho parametros se realizo una conjugacion de las mismas y sus alternativas para mejor entendimiento hice algunos mapas conceptuales y armar el rompecabezas;negativo
A mi tambien me parecio que la mejor forma fue el ir desarmando las condiciones en cuadros y mapas fue la unica manera en que pude ir paso a paso identificando las casas colores cigarrillos etc;positivo
Pense que nunca encontraria la Zebra;neutro
me ayudo mucho ir desarmando las condiciones y al final los puntos 5 y 6 me ayudaron a concluir la tarea;positivo
Ejercicio para resolver en el 2 bimestre;positivo
La casa 1 seria la casa del noruego la casa 2 la de color azul el ingles vive en la casa roja la casa verde esta a la derecha de la casa color marfil Por lo tanto la casa 1 no puede ser ni azul ni roja tampoco verde o marfil Por lo tanto la casa1 es de color amarillo;neutro
Con la informacion de los caballos y el que fuma Kools mi primer analisis queda asi;positivo
Con el segundo analisis quedaria asi;positivo
Por la tabla tuya para comparar las dos;positivo
Luis Carlos una pregunta les ha escrito a sus companeros para que se unan al grupo;neutro
Les escribi a los dos pero solo Polo Mgb que consta en el grupo ha respondido y se unio al grupo;neutro
Carlos Luis trabajemos asi ADELANTE;positivo
Ok Ing Gracias;positivo
Continuando con el analisis la tabla ahora queda asi;positivo
Con esto ya sabemos donde se bebe agua porque la casa 1 es la unica donde aun no hay bebida;positivo
Para seguir llenando las duplas que nos faltan cuadrar son;positivo
La respuesta es La Zebra vive en la casa 1 y beben agua en la casa1;positivo
Debemos comentar la experiencia personal que tuvimos al realizar este ejercicio;positivo
De mi parte al principio me parecio super complicado pero luego de ir encajando las instrucciones se fue haciendo un poco mas facil;positivo
Yo ya termine lo que pide el ejercicio que es saber donde se bebe agua y donde esta la Zebra;positivo
Para terminar el trabajo debemos dividirnos el trabajo uno que haga de secretario y otro de Lider Que funcion deseas hacer tu;positivo
Muy bien Carlos Luis solo una pequena inquietud porque no ponemos en la portada algo que haga alusion a la signatura sera esto posible;positivo
Listo Ing ya puse la foto de portada;positivo
Buenas noches Hoy nos pondremos de acuerdo para subir la solucion definitiva;positivo
Hola muy buenos dias me gusta mucho la portada FELICITACIONES;positivo
La idea principal luego de verificar algunas formas de solucion fue trabajar en 2 tablas una en funcion de las nacionalidades y otra en funcion de las casas;positivo
Luego repetir una y otra vez las aserciones e ir completando y cotejando las 2 tablas espero sus comentarios;positivo
Bien Alvaro;positivo
Si estimada docente la verdad me llamo la atencion el adaptar este problema a un problema a un PSR o sea algo asi como escribir un algoritmo mas que todo por lo que toca estar repasando una y otra vez el problema para darse cuenta de las suposiciones que encierra en las aserciones del problema En todo caso me pareceria un poco complejo el implementarlo en la practica ya que hasta aqui tenemos conocimientos teoricos solamente;neutro
Ya revise l documentcion y esta correcta a lo pedido al problema propuesto;positivo
Hola bienvenidas al grupo seria bueno que envien fotos relacionadas al trabajo para escoger la portada del grupo;positivo
Felicitaciones la portada esta muy creativa;positivo
Companeras que les parece si en el drive que hemos creado para la parte individual compartimos un archivo diario puede ser un libro un articulo etc Saludos;neutro
Bien Mario motivando a sus companeros de equipo;positivo
Amigas he compartido un libro muy interesante que circula libremente en la red el millonario instantaneo Espero sea de su utilidad y que lo disfruten;positivo
Hola companeras he subido otro libro que es un MBA personal todavia no lo leo pero me lo recomendaron animense a compartir algo seguro sera util para todos;positivo
Companeras es necesario que vayamos platicando sobre nuestras experiencias en este trabajo por favor elaboremos entre todos un drive y subamos informacion pueden ser fotos o algunos archivos que se puedan compartir;neutro
Mario muy buenos dias Gracias la motivacion;positivo
Companeras hoy comparti un curso de ingles muy bueno en el drive les recomiendo por favor por este medio cuenten sus experiencias con el trabajo Que archivos subieron si ya habian trabajado con la herramienta que tan facil o dificil se les hizo Necesitamos eso hasta manana para elaborar el documento del trabajo;positivo
Buenas noches companeros la verdad nunca habia trabajado en drive pero me parece muy bueno ya podemos compartir documentos o libros es muy interesante y espero que lean los documentos que subi porque son reflexiones que nos ayudan en nuestra vida;positivo
Se ven muy buenas las reflexiones que subistes excelente trabajo;positivo
Excelente Andrea por favor comparte con nosotros la carpeta que creaste para poder verla;positivo
Excelente Shirley definitivamente somos bendecidos de vivir en este hermoso pais deberiamos explotar mas ese potencial turistico que tenemos Muy buenas las fotos;positivo
He creado un nuevo drive que vamos a tener acceso el correo es c2baa2016 gmail com y la clave es mashvi2016;positivo
En ese nuevo correo subamos todo lo que hemos subido cada uno luego un archivo en Word donde cada uno escriba su experiencia y sobretodo las conclusiones de la herramienta Que les parece;positivo
El correo es el nombre de nuestro grupo y la clave es las dos primeras letras de nuestros nombres ordenadas alfabeticamente;positivo
Hola mmario Mil gracias por compatir el archivo esta muy interesante;positivo
Companeras he condensado toda la informacion que hemos subido al drive del grupo y separado en varias carpetas para que vayamos subiendo ordenadamente nuestros archivos En la carpeta de experiencias esta lo que hemos subido el siguiente paso es resumir los tres archivos y hacer uno solo que sera el que entreguemos Vamos ya falta poco estamos haciendo un excelente trabajo Gracias por su colaboracion;positivo
Companeras he unido los archivos que subieron y las observaciones que publicaron en este medio Shirley tu eres la secretaria del grupo por favor haz una caratula y comunica la finalizacion del trabajo a nuestra tutora El archivo se llama trabajo para entregar Muchas gracias por su colaboracion;positivo
Mario mil Gracias por su interaccion;positivo
Muchas gracias una consulta como le hacemos llegar el trabajo colaborativo Lo compartimos a traves del drive;positivo
Hola Mario Al trabajo colaborativo lo deben compartir en Google Drive;neutro
Hola perfecto ya lo compartimos con usted muchas gracias por su apoyo;positivo
Gracias companeros suerte a todos;positivo
Muy bien;positivo
hola buenas noches estimados companeros les ofrezco disculpas por el retraso al presente trabajo algunos han estado pendiente y me han escrito les comento que soy de la ciudad de Manta y como saben han habido algunos inconvenientes En fin estamos aqui conformando este grupo numero 3 en el cual deseo trabajar con ustedes en equipo he decido crear etsa noche el grupo para iniciar con la practica numero 9 desde manana como ya saben este es el unico medio de comunicacion que podremos usar para este trabajo espero pronto sus aportes deseandoles exitos en el me despido;positivo
Ok en la noche subire mi documento tenemos que apurarnos porque ya mismo nos toca hacer las evaluaciones y autoevaluaciones;positivo
buenas tardes con todos aqui les dejo mi tarea espero sus opiniones y trabajos pronto para comparar y elegir el trabajo que se presentara asi como tambien podemos mencionar el grado de dificultad que tal vz experimentamos en alguno de los items;positivo
hola companeros buen dia los invito esta noche a utilizar la herramineta del chat de esta pagina esta noche a las 9 00 pm para comentar todo lo relacionado al trabajo de computacion los espero exitos;positivo
companera;positivo
Que pena no pude subir el diario ni la evaluacion ni nada estuve de viaje;negativo
En la revision del tema Entorno Personal de Aprendizaje Personal Learning Environment PLE he encontrado las siguientes premisas como base para elaborar un concepto;positivo
Muy buenos dias dejo mi aporte del trabajo acerca del concepto personal de APLE;positivo
Comparto mi diseno preliminar del PLE;positivo
Este es mi PLE companeros;positivo
Mi PLE;positivo
Javier favor enviarme en documento Word su aporte en lo conceptual para el trabajo del grupo;positivo
Javier el archivo no es posible abrirlo favor reenviarlo en formato PDF;negativo
Hola companero mil disculpas ayer no vi el mensaje pero adjunto el archivo requerido;positivo
Gracias ya lo tengo Favor revisar la primera version del trabajo del grupo;positivo
Hola compas recien veo los mensajes mil disculpas ya estoy revisando;positivo
Compa un buen trabajo de equipo concuerdo con el documento;positivo
Companeros le he enviado via correo utpl brightspace la primera version del documento del grupo favor revisarlo e indicarme los cambios que consideren conveniente para subirlo manana finalmente;positivo
Companeros el trabajo del grupo fue enviado oportunamente Les remiti el correo de confirmacion de la recepcion del mismo Gracias por su colaboracion;positivo
Muchas gracias;positivo
Muchas gracias companero;positivo
comparti una imagen para el portal;positivo
Listo propongo esta imagen;positivo
Por cieerto el vierne hable con el companero Fabian Chavarrea Ya se unio al grupo Me comenta que trabaja en un campamento lejano en Francisco de Orellana;positivo
se le difulta tener acceso a Internet;neutro
no puedo ver la imagen companerito;negativo
A parte del diseno de la portada debemos hacer el informe diario sobre la experiencia de los items 1 2 y 3 y eso subirlo hasta el dia de hoy;neutro
tienen un formato para subir el informe diario;positivo
pero es por medio del eva o por aqui;neutro
El informe diario por el EVA;positivo
es con respecto a la comunicacion del grupo y todo eso el trabajo realizado;positivo
como le va con la resolucion del ejercicio para mi las restricciones me marean;neutro
jejeje;positivo
Bien dicen que ese acertijo de Einstein solo el 2 de personas lo pueden lograr jajaja;positivo
pues si en realidad esta un poco complejo pero si podemos;neutro
companeros hay que enviarle el link del facebook a la profe;neutro
Si ya lo envio por correo y lo incluyo en el informe diario;positivo
Pero hay que subir la foto de portada y antes de que se nos acabe el tiempo;neutro
Ya le pongo una confirmen si tiene otro aporte;neutro
no companero ningun otro aporte;positivo
de mi parte;positivo
para la resolucion del problema la manera mas sencilla que se me hizo para resolver es primero indicar las variables seguidamente el dominio y luego las restricciones algunas son algo complejas de plantear Con respecto a la portada me parece bien;positivo
Les comparto el formato para su consideracion del informe diario de actividades;positivo
Con respecto al diseno de portada considero que deben enviar su aportes ya que el que esta publicado no esta dentro de los estandares para Facebook la cual debe ser de un tamano 851x315 px;neutro
Envio dos propuestas con esa medida;positivo
Pleno gracias;positivo
Elena mil gracias por compartir la solucion del ejercicio que opina el resto del grupo resolvieron tambien la tarea en el dialogo que se mantenga como equipo es preciso que todos tenga claro las variables el dominio y sobre todo las restricciones Con esto se les facilita ir construyendo la tabla de valores que indicara las relaciones de las variables;positivo
Gracias porfe ya con esta idea se aclara la idea para desarrollar el ejercicio;positivo
Sigan ustedes definiendo las restricciones cuando concluyan la definicion de las restricciones hagan la tabla de valores en las columnas pongan el numero de casas y en las filas las principales caracteristicas como Nacionalidad color bebida marca de cigarro animal;neutro
Gracias por su aporte companera en si tenemos la misma solucion lo unico que cambia es que yo tengo que la casa verde es la 4 y la marfil numero 5 Le comento el por que la restriccion dice lo siguiente La casa verde esta inmediatamente a la derecha su derecha de la casa de color marfil Si la restriccion dijera solo La casa verde esta inmediatamente a la derecha de la casa de color marfil esta claro que primero va la de color marfil y luego la verde pero dado que dice su derecha esta refiriendose a otra perspectiva dado que iria primero verde y luego marfil Es algo que presta a confusion;positivo
Saludos cordiales companera Elena concuerdo con la solucion;positivo
Al desarrollar el ejercicio es importante que todos tenga claro las variables el dominio y sobre todo las restricciones Con esto se les facilita ir construyendo la tabla de valores que indicara las relaciones de las variables Asi mismo recuerden que entre todos deben elaborar una unica solucion del puzle;positivo
Demos la bienvenida a los nuevos miembros Dunia Ines Jara Roa;positivo
De igual manera con este metodo llegue a la siguiente respuesta en la que coincide con Elena Baldeon;positivo
se difiere en el orden de las casas Elena tiene casa 4 marfil y casa 5 verde pero con las mismas caracteristicas respectivas De ahi todo esta igual gracias por sus aportes;positivo
o En la casa amarilla esta habitada por el noruego se fuman cigarrillos Kools tiene de mascota un zorro y se toma agua o Mientras que en la casa verde esta habitada por el japones se fuman cigarrillos Parliaments se toma cafe y tiene como mascota una zebra;positivo
Como pueden ver se va realizando selecciones para llegar a la respuesta esperada;neutro
bien realizado su aporte companero Jose Caicedo me despejo una inquietud que tenia;positivo
Gracias companero coincido al 100 con su respuesta Gracias por el aporte;positivo
Muy bien la actividad colaborativa espero puedan concluir de manera satisfactoria;positivo
companeros esto debemos realizar hasta el dia de hoy;positivo
Yo creo que todo aun no;neutro
en el eva dice que la fecha de entreras del Diario Personal Primera Entrega es hasta hoy;positivo
Por eso solo toca el diario por ahora supongo;neutro
O el ejercicio tambien ya toca;positivo
Entonces todavia no hay que hacer el ejercicio y subirlo aqui de forma individual;neutro
No lo se En el EVA el entregable solo decia el diario Alguien que pueda chequear bien;neutro
Porque ese era el primero decia;positivo
Segun entiendo en el item 5 dice que del 10 de diciembre al 16 de diciembre se debe subir al grupo la solucion del ejercicio entonces hoy lo que nos faltaria hacer es el diseno de la portada de Facebook;neutro
Cual item 5;positivo
en el eva en la unidad 5 hay un archivo en pdf con el nombre Definicion trabajo colaborativo segundo bimestre Archivo No finalizado Definicion trabajo colaborativo segundo bimestre Seleccione para marcar como finalizado ahi esta lo que se debe ir haciendo con las fechas;neutro
Mmm pero el entregable ahi mismo dice nomas el diario;neutro
Por eso no se cual toca hacer;neutro
creo que el diario nomas tenemos que hacer;neutro
Muy buenos dias como se indica en el archivo denominado Definicion trabajo colaborativo que se encuentra en la Unidad 5 debe cada uno resolver el ejercicio 5 13 por favor lean nuevamente el documento;positivo
Al desarrollar el ejercicio es importante que todos tenga claro las variables el dominio y sobre todo las restricciones Con esto se les facilita ir construyendo la tabla de valores que indicara las relaciones de las variables;positivo
Cristina Contreras ha cambiado el nombre del grupo Deber inteligencia artificial grupo 5 por Grupo5 IA 18 19;neutro
Muy bien sigamos adelante;positivo
Excelente propuesta companera a diferencia de su planteamiento en la novena restriccion que dice el espanol tiene un perro puede ser en la casa 4 o 5 yo lo plantee con la restrccion el ucraniano bebe te siguendo las variables busqueda y las restricciones coincidimos en el resultado final;positivo
Estimado companero revise su ejercicio me parece muy bien realizado a comparacion de la solucion de mi ejercicio casi tenemos los mismos resultados para saber como empezar tome en cuenta las restricciones mas notables como por ejemplo El noruego vive en la primera casa a la izquierda;positivo
Diego Utreras Alejandro Rivera Byron Gomez Mero Andres Anies Chicos aqui esta la solucion del ejercicio;positivo
En los encabezados y pies de pagina puede insertar texto o graficos o bien cambiarlos Por ejemplo puede agregar numeros de pagina la hora y la fecha un logotipo de su organizacion el titulo del documento el nombre del archivo o el nombre del autor Si desea cambiar un encabezado o pie de pagina que haya insertado la ficha Encabezados y pies de pagina situada bajo Herramientas para encabezado y pie de pagina proporciona mas opciones para manipular estos elementos;positivo
Muy bien ahora de los tres comentarios que hemos hecho debemos ver que pasos debemos poner en el docuemnto;positivo
Companeros que les parece si como introduccion ponemos la opinion del companero David Lopez y seguido de eso enumeramos los pasos que hay que seguir para un encabezado y pie de pagina;neutro
Companeros designare como secretaria a Karina Morocho Karinita MB para que en word a traves de la colaboracion de todos pueda tipear el trabajo y lo envie a traves del Eva como lo ha designado la tutora Les agradezco su colaboracion;positivo
Que pasos debemos seguir para poder realizar un encabezado y pie de pagina comenten por favor;neutro
Gracias Karinita MB por dar tu comentario esta muy bien;positivo
El encabezado es el area de la parte superior de una pagina en la que se puede insertar un texto o una imagen que permita identificar un documento En cambio los pie de pagina se ubican en el area de la parte inferior de la pagina En ellos se puede incluir diferente tipo de informacion como citas de autores aclaracion de terminos o numeracion de paginas;positivo
Ahora conociendo estos pasos debemos realizar en forma conjunta un documento los pasos que se deben seguir para realizar un encabezado y un pie de pagina suponiendo que se va a definir como encabezado Universidad Tecnica Particular de Loja y como pie de pagina el numero de la misma asi 1;positivo
Companero David Lopez necesitamos tu opinion;neutro
Listo companera apenas llegue le hago llegar es k ahora estoy en el trabajo si disculpe;positivo
En los encabezados y pies de pagina puede insertar texto o graficos o bien cambiarlos Por ejemplo puede agregar numeros de pagina la hora y la fecha un logotipo de su organizacion el titulo del documento el nombre del archivo o el nombre del autor Si desea cambiar un encabezado o pie de pagina que haya insertado la ficha Encabezados y pies de pagina situada bajo Herramientas para encabezado y pie de pagina proporciona mas opciones para manipular estos elementos;positivo
Hola David muy bien espermos a ver que dicen sus companeros;positivo
Seria importante poner en la portada algo que se relacione con el tema o con la asignatura;neutro
Ento ces primero hagamos una cartula con el nombre de la asignatura el tema del trabajo y los integrantes;positivo
Y si se le puede poner un fondo de alguna imagen k llame la etencion;positivo
seria algo bueno realizar un ejemplo de un encabezado de pagina que les parece;positivo
Si eso lo podriamos poner como anexos;neutro
Quien quiere realizar el ejemplo para luego yo copiarlo como anexo;neutro
Hola buenos dias ya hice una portada espero les guste;positivo
Seria importante poner en la portada algo que se relacione con el tema o con la asignatura;neutro
Gracias companera por el video explica todo detalladamente Me gusta que hay opciones de encabezado con diseno eso no sabia Me parecio interesante tambien de que podemos insertar imagen como logos con nombres;positivo
Asi es companera es muy util el manejo del encabezado y pie de pagina como vimos hay muchas opciones con las que podemos trabajar y son realmente muy sencillas;positivo
Esta muy bien;positivo
Companera secretaria Karinita MB esta muy lida la presentacion del trabajo pero hablemolo por aqui para que conste la colaboracion de todos;positivo
Te decia que el trabajo esta muy bien tipeado pero unicamente en los pasos de encabezado y pie de pagina falta anadir como ejemplo de encabezado UTPL y como pie de pagina el numero de la misma;neutro
dentro de los pasos me refiero;neutro
Por ejemplo en el paso 5 podria quedar asi Aparecera el espacio donde debemos escribir el encabezado que en este caso seria UTPL;neutro
haha ya entendi jajaja ahora lo cambio y te aviso;positivo
companero este es un ejemplo de como queda al realizar un encabezado y pie de pagina;positivo
Si vi me referia dentro de los pasos enumerados tambien ponerle;neutro
mire asi esta bien;positivo
Podria ser asi esta bien;positivo
Companero David Lopez dele el visto bueno al trabajo que tipio nuestra companera Karina Morocho si es de cambiarle algo sugieralo a travez del muro El trabajo debe ser enviado hoy jueves maximo Esperamos su respuesta;positivo
Listo entonces quedaria enviarlo con la caratula que se hizo de las computadoras;neutro
De hay todo perfecto;positivo
